"num","team","total_epa","auto_cycles","auto_points","teleop_cycles","teleop_points","total_cycles","total_points","links","cube_cycles","cube_points","cone_cycles","cone_points","bot_cycles","mid_cycles","top_cycles","fouls_committed","fouls_drawn","capped_fouls_committed","capped_fouls_drawn"
"1323","MadTown Robotics","86.7","2.7","14.1","9","31.3","11.7","65.6","4.1","6.6","19.7","5.1","21.4","4.3","3.6","3.8","2.3","0.7","1.7","0.8"
"2056","OP Robotics","81.6","2.7","12.7","8.8","32.2","11.5","64.3","3.9","3.8","13","7.8","29.5","3.2","4.2","4.2","0.5","2.2","0.5","2.4"
"254","The Cheesy Poofs","77.4","2.1","11.9","8.5","27","10.6","56.7","3.6","4.7","15","5.9","22.8","3.1","4","3.5","0.5","1.3","0.5","1.2"
"5940","BREAD","75.1","2.6","13.7","8.1","26.2","10.7","59","3.8","4.9","16.1","5.7","22.3","2.5","4.9","3.2","1.2","4.5","1.4","4.3"
"3005","RoboChargers","72.4","2.4","13.1","8.1","28.8","10.5","59.3","3.5","3.5","13.5","7","25.3","2.4","4.6","3.6","3","0.5","3","1.1"
"111","WildStang","71.1","2.2","11.5","7.5","26.9","9.7","53.3","3","3.3","13.5","6.3","25","1","4.5","4.2","0","2.5","0","2.5"
"3538","RoboJackets","70.7","1.6","7.7","8.4","29.6","10","52.6","3.1","3.1","11.4","6.9","25.4","2.6","3.4","4","0.3","4.8","0.3","3.6"
"6036","Peninsula Robotics","70.1","2.2","11.8","8.5","28.6","10.7","58.9","3.7","5.1","16.8","5.6","22.3","3","3.8","3.9","1.8","2.1","2","1.2"
"1678","Citrus Circuits","68","2.4","11.7","7.5","25.5","9.9","53.2","3.2","5.1","15.2","4.9","20","3.3","3.4","3.2","0.4","2.5","0.4","2.9"
"930","Mukwonago BEARs","67.9","2.4","10.7","7.9","27.1","10.3","54.7","3.4","4.6","15.1","5.7","22.8","2.7","3.9","3.7","0.3","0","0","0"
"4414","HighTide","66.6","1.6","7.3","8.2","29.1","9.8","53","3.3","4.3","12.1","5.5","20.8","3.4","3.7","2.7","0.9","1.6","1.4","1.6"
"2468","Team Appreciate","66.3","2.1","11.8","8.4","25.8","10.5","55.6","3.6","5.1","16","5.4","20.7","3.8","3.3","3.4","1.3","0.3","1.3","0.7"
"4678","CyberCavs","65.8","2.5","13.4","7.6","26.9","10.1","57.3","3.4","2.8","11.9","7.3","28.4","1.4","4.3","4.4","1.9","2.8","2","2.1"
"133","B.E.R.T.","65.1","2","10.9","8","24.7","10","51.8","3.3","6.2","18.2","3.8","17.3","4","2.1","3.8","0.5","0.7","0.7","0.7"
"3476","Code Orange","65.1","2.3","10.9","6.9","24.7","9.2","51.1","3.1","3.9","12.1","5.3","21.4","3.2","2.7","3.4","1.4","4.4","1.7","2.9"
"1538","The Holy Cows","65.1","2.2","9.9","7.3","24.9","9.6","50.6","3.2","2.2","9","7.4","25.5","2.6","3.9","3.1","1.5","0","2","0"
"2046","Bear Metal","64.9","2.4","12.9","7.8","25.2","10.2","55.3","3.4","5.1","16.4","5.1","21.1","2.9","3.4","3.8","0.1","0.3","0.1","0.3"
"2767","Stryke Force","64.9","2.4","12.4","7.3","23.7","9.7","52.4","3.3","3.4","12.8","6.3","23.2","2","4.4","3.3","3.1","3.6","2.8","3.5"
"1577","Steampunk","64.9","1.4","8.3","8.9","28.4","10.3","54.6","3.6","5","14.8","5.3","21.2","3.2","3.8","3.4","2.1","1.8","2.1","2.2"
"6329","The Bucks' Wrath","64.8","1.8","10.6","8.5","29.5","10.3","58.4","3.7","3.4","12.5","6.9","25.3","2.7","3.8","3.8","0","0.3","0","0.2"
"4255","Robodores","64.5","1.9","11.2","6.7","25","8.6","49.1","2.6","3.6","13.7","5","22.5","1.8","1.6","5.1","4.5","3.8","2.7","2.8"
"581","Blazing Bulldogs","64.5","1","5.5","7.6","27.8","8.5","48","2.9","4","12.6","4.5","20.9","1.8","2.4","4.4","2.8","0.8","3.1","0.9"
"1325","Inverse Paradox","64.4","2.2","12.2","7.2","26.3","9.4","52.4","2.8","3.1","12.4","6.3","25.9","1","4.1","4.4","1.3","0.3","1.1","0.3"
"2910","Jack in the Bot","64.4","1.8","10.6","8.4","27.5","10.2","55","3.4","4.3","14.3","5.8","22.9","2.3","4.4","3.6","1.1","1.3","1.2","1.4"
"2075","Enigma Robotics","64.1","2.3","12.5","7.3","24.9","9.6","53","3.1","3.8","13.6","5.8","21.3","2.4","4.2","3","0.9","1.2","0.9","1.1"
"4028","The Beak Squad","64","2.2","11.4","7.6","24.6","9.8","52.3","3.3","4.3","14.2","5.5","21","3.3","3","3.5","0.4","0","0.4","0"
"1987","Broncobots","63.6","1.5","7.2","7.8","27.2","9.3","49.9","3.1","4.8","14.6","4.5","19.8","2.5","3.2","3.7","0.3","0","0.3","0"
"176","Aces High","63.5","2.1","11.5","7.3","24.2","9.4","51.1","3.1","4","13.7","5.4","21.3","2","4.2","3.3","2.2","0.8","2.1","0.8"
"1619","Up-A-Creek Robotics","63.4","1.7","9.4","6.8","23.8","8.4","47.3","2.8","3.4","12","5","20.4","2","2.6","3.8","1.3","1.1","1.2","1.1"
"4143","MARS/ WARS","63.3","2","10.1","6.6","21.6","8.6","44.5","2.6","3.4","11.6","5.2","19.8","2.6","2.9","3.1","1.9","3","1.8","2.8"
"2539","Krypton Cougars","62.9","1.8","9.4","7.4","24.1","9.2","48.7","3","4.6","14.3","4.6","18.4","2.5","3.7","2.9","2.1","0.5","2.2","0.4"
"2338","Gear It Forward","62.8","1.6","8.2","7.7","27.8","9.3","51","3","4.2","14","5.1","20.9","2.1","3.4","3.7","0.2","0","0.3","0"
"195","CyberKnights","62.6","1.9","8.3","7.3","25.4","9.2","47.5","2.8","2.9","11.7","6.3","21.6","2.6","3.4","3.2","0.4","2.6","0.5","2"
"2363","Triple Helix Robotics","62.3","1.7","6.1","7.6","28.3","9.3","47.1","2.5","3.1","10.3","6.2","24","2.9","2.5","3.9","0.9","0.6","1","0.7"
"7157","μBotics","62.2","1.6","8.4","8.3","27.8","9.9","52.2","3.2","5.4","15.9","4.5","20.2","3","2.9","3.9","0.1","1.8","0.2","2"
"1756","Argos","62","1.6","7.7","7.9","28.5","9.5","51.3","3","3.9","13.4","5.7","21.7","2.8","2.9","3.8","1","0.4","1","0.5"
"604","Quixilver","61.9","1.4","8.2","7.5","24.2","9","47.8","3.1","2.3","8.8","6.6","23","3","2.7","3.3","1.8","0.9","1.9","1"
"118","Robonauts","61.9","1.9","10","6.8","22","8.7","46.1","2.8","3.1","11.3","5.6","19.5","3.2","2.5","3","0.3","2","0.5","1.3"
"4522","Team SCREAM","61.9","1.7","9.4","7.3","26.8","9","49.9","2.8","3.5","13.3","5.5","22.8","1.2","3.5","4.3","0.2","2.4","0.2","2.4"
"1591","Greece Gladiators","61.8","2","11.2","6","22","8","47.1","2.8","3.2","12.1","4.8","20","1.5","2.8","3.8","0.5","4.5","0.5","3.3"
"51","The Wings of Fire","61.4","1.5","8.2","6.9","23.1","8.4","45.1","2.8","3.7","12.3","4.6","18.1","2","3.5","2.9","0","0","0","0"
"3467","Windham Windup","61.1","1.8","10.1","8.1","26","9.9","53.3","3.4","4.9","15.4","5","20.1","2.4","4.3","3.2","0.6","0.4","0.7","0.4"
"3184","Blaze Robotics","61.1","1.3","7.9","6.3","23.3","7.6","43.2","2.4","2.1","9.3","5.5","21.9","1.2","2.4","4.1","1.6","5.9","1.8","4.6"
"6672","Fusion Corps","60.8","1.9","7.1","7.6","25.7","9.5","48.7","3.2","5.2","15.1","4.3","16.9","3.2","3.8","2.4","0.3","1.3","0.4","1.3"
"2481","Roboteers","60.6","2.2","11.3","6.9","22","9.1","47.5","2.8","3.2","11.5","5.9","21.6","2.9","3","3.2","1.1","2.4","1","2.4"
"3314","Mechanical Mustangs","60.6","1.6","7.7","8.1","27.6","9.7","51","3.1","5.3","15.7","4.4","18.6","3.7","2.3","3.7","0.5","2.1","0.5","2"
"1787","Flying Circuits","60.5","1.5","8.3","6","23.9","7.5","43.8","2.3","2.8","11.1","4.7","21.1","1.1","1.7","4.7","0.6","0.3","0.6","0.4"
"1923","The MidKnight Inventors","60.4","1.3","4.7","8.5","26.1","9.8","45.1","2.9","7.6","20.3","2.2","10.1","5.2","2.2","2.4","3.2","2","2.7","1.9"
"3683","Team DAVE","60.3","2.1","8.9","6.8","24.9","8.9","47.3","2.7","3.3","11.9","5.6","21.6","1.7","4","3.2","1.9","0.3","1.3","0.2"
"973","Greybots","60","1.8","8","7.6","28.5","9.4","52.7","3.2","4.8","14.2","4.6","19.3","3","3","3.3","3.1","0.9","3","1"
"4391","BraveBots","59.8","1.7","9.8","6.9","23.9","8.6","48.3","2.9","3","11","5.5","21.4","1.8","3.3","3.4","2.3","0.7","2.2","0.7"
"694","StuyPulse","59.7","1.7","7.1","6.2","24","7.8","43.1","2.4","2.6","10.4","5.2","20.7","1.7","2.3","3.9","0.5","0","0.5","0"
"1114","Simbotics","59.7","1.5","7.6","8.2","28.2","9.7","51.4","3.1","4.1","13.7","5.6","20.7","3","3.2","3.4","0.8","0.4","0.8","0.3"
"1731","Fresta Valley Robotics Club","59.5","2.2","10.9","8.4","26.7","10.5","53.6","3.2","5.7","16.8","4.8","19.7","4.2","2.9","3.4","0.8","0.3","0.9","0.4"
"2687","Team Apprentice","59.5","1.6","8","7.4","25.5","9","47.1","2.7","4","12.2","4.9","18.7","2.8","3.5","2.7","1.8","1.4","0.5","1.4"
"3663","CPR - Cedar Park Robotics","59.2","1.6","7","6.8","22.5","8.3","40.8","2.3","3.1","11","5.2","18.5","2.4","3.2","2.7","2.8","3.1","1.9","3.4"
"4362","CSPA Gems","58.9","1.9","9.4","7.1","24.3","9","47.5","2.8","4.4","13.7","4.6","19","2.4","3.5","3.1","0.5","1.3","0.6","1.5"
"67","The HOT Team","58.8","1.9","10.2","7.3","24.5","9.3","49.4","3","4.8","15.2","4.5","19.2","2.3","3.4","3.5","2.8","0.4","2.5","0.5"
"4738","Patribots","58.8","1.8","8.5","7.3","27","9.2","50","2.9","2.8","11.1","6.4","24.2","1.9","3.4","3.9","2","1.6","1.9","1.8"
"2659","RoboWarriors","58.6","1.6","9","7.1","24.2","8.7","47.4","2.8","3.7","12.7","5","20.3","2.3","2.5","3.9","0","0.2","0","0.2"
"2252","The Mavericks","58.5","2","10.7","6.3","22.2","8.3","45.1","2.4","3.9","13.4","4.4","19.5","2.7","1.2","4.4","0.2","1.3","0.1","1.2"
"148","Robowranglers","58.4","1.3","6.7","8","26.9","9.4","48.1","2.9","2.9","10.1","6.5","22.3","2.6","3.9","2.8","0.3","0.9","0.2","0.9"
"1718","The Fighting Pi","58.4","1.7","8.1","6.4","23.7","8.1","43.4","2.3","1.8","7.9","6.3","22.7","1.6","3.5","3.1","0.8","0.3","1","0.4"
"5460","Strike Zone","58.4","1.3","6.2","7.9","28.5","9.2","50.1","3.1","3.7","11.4","5.5","21.1","3.2","2.6","3.4","0.4","0.6","0.3","0.8"
"4265","Secret City Wildbots","58.3","1.5","6.9","7.3","24.7","8.9","46.2","2.9","3","10.6","5.8","21.2","2","4.2","2.8","0.7","0.6","0.7","0.6"
"695","Bison Robotics","58.2","1.5","7.8","7.6","26.3","9.1","47.9","2.8","3.5","11.8","5.6","22.3","1.9","3.7","3.5","2.1","4.7","2.2","4.3"
"987","HIGHROLLERS","58.2","1.8","8.6","6.4","24.6","8.2","46.8","2.7","2.7","10.7","5.5","22","1.1","3.4","3.7","1.2","0.1","0.7","0.1"
"6090","Wayland Wildcats","58.1","1.2","7","6.3","22.5","7.5","40.6","2.2","2.6","9.6","4.9","19.9","1.3","2.7","3.5","1.6","1","1.7","0.8"
"1506","Metal Muscle","58.1","1.7","8.9","6.7","23","8.4","42.6","2.2","3.3","11.6","5.1","20.2","1.9","3.1","3.4","0","0.9","0","0.9"
"4499","The Highlanders","58","1.7","9.4","7.4","25.5","9.1","48.9","2.8","3.6","12.3","5.6","22.1","1.8","3.8","3.5","0.8","0.2","0.8","0.2"
"971","Spartan Robotics","58","2.6","12.2","5.4","19.3","8.1","43.1","2.3","3","11.7","5","19.8","0.7","4.7","2.7","0.8","0","0.9","0"
"2337","EngiNERDs","57.9","1.5","7.5","6.2","22.5","7.7","42.2","2.4","2.9","10.4","4.8","19.8","1.7","2.4","3.7","1","0.9","1.1","0.9"
"5166","Fabricators","57.9","1.8","10.8","7.1","22.3","8.9","47.1","2.8","3.1","11.1","5.8","21.8","1.9","3.7","3.2","0.5","1.8","0.8","1.6"
"5727","Omegabytes","57.8","2.2","10.3","7.2","24","9.5","49.6","3.1","4.4","14.5","5.1","19.3","3.2","3.2","3.2","0","1.4","0","1.7"
"4607","C.I.S.","57.8","1.4","7.4","6.5","23.7","7.9","44.3","2.6","2.6","10.1","5.3","20.4","1.3","3.2","3.4","0.1","0","0.1","0"
"4381","Twisted Devils","57.8","2.1","11.2","7.1","21.2","9.2","46.3","2.8","4.5","14.4","4.7","17.9","3.3","2.9","3","0.7","1.7","0.9","1.7"
"972","Iron Claw","57.7","1.7","9.8","7.4","23.7","9.1","48.9","3.1","4.3","13.4","4.8","18.9","3.4","2.4","3.3","0.4","0.3","0.3","0.4"
"2521","SERT","57.7","1.7","9.3","8.1","25.6","9.8","51.1","3.2","5.3","15.7","4.5","19","3.4","2.9","3.5","1.2","0.1","0.7","0"
"3937","Breakaway","57.7","1.6","8.8","7.6","24","9.3","47.3","2.9","4.8","14.1","4.4","17.4","3.1","3.6","2.6","0.6","2.6","0.8","2.9"
"461","Westside Boiler Invasion","57.6","1.1","6.2","6.6","24.3","7.8","42.7","2.4","3.1","11.3","4.7","17.6","1.9","2.7","3.2","1.9","0.2","1.9","0.6"
"4039","MakeShift Robotics","57.5","1.6","8.3","7.3","23.4","8.8","45.5","2.8","3.8","13.2","5","18.5","2.3","3.5","3","0","0.2","0","0.2"
"114","Eaglestrike","57.2","1.8","9.3","5.8","24.3","7.7","44.9","2.3","2.5","11.4","5.1","22.1","1.1","1.6","4.9","2.1","1.8","2","1.7"
"125","NUTRONs","57.2","2.1","11.7","6.8","23.9","8.8","49.4","2.8","3.9","13.2","5","19.7","2.5","2.9","3.4","0.3","0.1","0.3","0.1"
"316","LUNATECS","57.2","1","5.3","6.5","21.8","7.5","38.4","2.3","4.2","12.6","3.3","14.6","2.6","1.8","3.1","1.3","0.2","1.4","0.2"
"1690","Orbit","56.8","1.9","9.8","7.5","25.7","9.3","51","3.1","4.2","13.5","5.1","20.9","2.8","2.9","3.7","1.5","6.8","0.9","2.5"
"624","CRyptonite","56.8","1.7","9.6","6.9","22.2","8.6","45.5","2.7","4.1","12.7","4.5","18.6","2.4","3","3.2","1","0.1","1","0.1"
"4272","Maverick Robotics","56.8","2.2","9.3","6.4","23.4","8.6","46.7","2.8","3.9","13.3","4.7","19.4","1.8","3.5","3.3","1.9","1.8","1.5","1.8"
"3357","COMETS","56.8","2.2","12.2","6.6","21.9","8.8","45.5","2.3","3.7","13.3","5.1","20.6","1.8","3.6","3.5","1.4","1.7","1.3","1.9"
"1706","Ratchet Rockers","56.7","2.1","10.1","6.6","21.8","8.7","44.3","2.5","3.9","13.6","4.8","17.9","2.6","3.1","2.9","1.1","1.6","1.3","1.7"
"3655","Tractor Technicians","56.7","1.6","8.4","6.9","24.2","8.5","45.2","2.5","3.8","12.6","4.7","19.2","2.2","2.8","3.5","0.3","1.4","0.3","1.5"
"2974","Walton Robotics","56.7","1.8","9.8","7.1","23.1","8.9","47.1","2.8","3","11.3","5.9","21.7","2.7","2.4","3.7","0.1","2.7","0.1","2.6"
"870","TEAM  R. I. C. E.","56.6","1.4","6.9","6.2","22.5","7.6","41.5","2.4","2.1","9","5.5","18.2","2","3.2","2.4","0.4","3.8","0.4","3.6"
"3175","Knight Vision","56.5","1.8","9.5","6.7","20.2","8.5","44","2.9","5.1","15.3","3.4","14.1","4","1.4","3.1","2.1","1.3","2.3","1.4"
"5895","Peddie Robotics","56.3","1.2","7","7.1","25.7","8.3","46.1","2.7","3","10.6","5.4","21.4","1.6","2.9","3.7","1.1","0.5","1","0.3"
"177","Bobcat Robotics","56.3","1.5","5.9","6.7","24.3","8.2","42.3","2.4","3.2","10.6","5","19.6","2.2","2.7","3.3","0.8","2.5","0.8","2.7"
"103","Cybersonics","56.3","1.3","4.8","7.3","27.1","8.6","46.1","2.9","4.7","14.9","3.9","16.3","2.9","2.2","3.5","0.1","1.7","0.2","1.8"
"319","Big Bad Bob","56.3","1.6","9.1","6.9","21","8.5","43.2","2.6","3.9","12.6","4.6","17.3","2.4","3.6","2.6","0.3","2.6","0.4","2.1"
"4481","Team Rembrandts","56.3","1.8","10","7.8","22.8","9.6","47.6","2.9","4.8","14.3","4.9","18.5","3.9","2.8","3","1.7","0","1.9","0"
"70","More Martians","56.2","1.5","8.4","6.2","21.4","7.7","40.5","2.1","3","10.5","4.8","19.5","1.4","3.1","3.3","0","0.3","0.2","0"
"8033","Highlander Robotics","56.2","1.3","5.9","7.4","26.2","8.7","46.1","2.8","4","13","4.7","18.6","2.8","2.4","3.5","3.1","0.3","3.7","1.5"
"7285","Beşiktaş Rsports","56.1","1.7","7","6.4","22.8","8.1","40.8","2.2","2.7","10.1","5.4","19.4","1.6","3.9","2.6","0.8","0","0.9","0.1"
"9312","NERD Spark","56.1","1.5","6.1","6.7","25.6","8.2","43.9","2.4","2.6","9.6","5.6","19.8","2.8","2.5","3","0.8","1.9","0.8","1.9"
"95","Grasshoppers","56.1","1.1","6.3","7","24.7","8.1","42.2","2.2","2.2","10.3","5.8","20.7","1.5","3","3.6","0.5","0.2","0.5","0.3"
"1727","REX","56","2","10.1","7.2","26.6","9.2","51","2.9","4.3","14","4.9","21.6","2.3","2.7","4.2","2","0","2.1","0.4"
"2601","Steel Hawks","55.9","1.2","6.7","5.8","25.6","7","40.8","1.7","2.2","10","4.8","22.3","0.5","1.2","5.3","1.6","1.3","1.8","1.4"
"6722","LED Robotics","55.9","1.2","6","6.6","20.8","7.7","39.6","2.6","3.5","11.3","4.2","15.2","2.7","2.7","2.4","0.8","2.3","0.6","1.9"
"4201","The Vitruvian Bots","55.9","1.1","7.1","7.4","25.3","8.5","45.2","2.6","3.4","11.7","5.1","20.3","1.5","3.6","3.4","1.4","0.3","1.3","0.3"
"6424","Stealth Panther Robotics","55.8","1.4","8","5.8","22.2","7.2","41.9","2.3","2.9","10.6","4.4","19.7","0.9","2.3","4","0","0.9","0","0.7"
"494","Martians","55.5","1.5","8.9","6.9","22.7","8.4","44.1","2.5","2.8","10.6","5.6","21","1.7","3.5","3.3","2.8","1.1","2.6","1.2"
"6328","Mechanical Advantage","55.5","2.8","14.9","6","18.4","8.8","44.6","2.3","3","12.1","5.8","20.4","2.2","3.8","2.8","0.4","0.3","0.8","0.4"
"7457","suPURDUEper Robotics","55.5","2.2","7.9","7.1","27.3","9.3","50","3","2.9","10.2","6.4","25","2.9","2.5","3.9","0.3","0.6","0.4","0.3"
"1768","Nashoba Robotics","55.5","1.5","8.9","7.7","24.8","9.2","48.5","3","4.5","13.6","4.6","19.6","2.6","3.1","3.4","0.9","0.8","1","0.7"
"3039","Wildcat Robotics","55.4","1.8","10.9","7.4","23.1","9.2","50.6","3.3","4.1","13.3","5.1","20.4","2.9","2.7","3.6","1.4","2.5","1.2","1.6"
"230","Gaelhawks","55.3","1.9","11","6.5","22.4","8.5","46.5","2.6","2.9","11.4","5.6","21.8","1.6","3","3.8","0.2","0.9","0.4","1"
"1868","Space Cookies","55.3","2.1","11.7","6","20.9","8.1","44.6","2.4","3.4","12.4","4.7","19.9","2.6","1.3","4.2","0.7","1.3","0.6","1.3"
"359","Hawaiian Kids","55.3","1.6","8.6","6.2","22","7.7","42.3","2.3","3.4","12.2","4.4","18.4","1.7","2.3","3.8","0.2","0.1","0.8","0"
"7541","Maple River Robotics","55.2","1.2","6.5","5.9","20.9","7.1","38.8","2.3","2.5","9.1","4.6","18.3","2.4","1.1","3.6","0.4","0.7","0.4","0.7"
"302","The Dragons","55.2","1.2","6.4","6.5","23","7.6","41.5","2.4","2.7","9.3","5","20","1.2","3.1","3.3","1.8","1.6","1.8","1.5"
"6045","Sabre Robotics","55.1","1.6","5.8","6.9","25.7","8.6","43.9","2.5","4.1","13.2","4.4","18.1","2.6","2.7","3.3","0.3","0","0.4","0"
"1771","North Gwinnett Robotics","55.1","2.4","13.1","4.9","17.3","7.3","40.3","2","2.5","10.6","4.8","19.8","1","2.8","3.5","1.9","0.9","1.8","1.2"
"7407","Wired Boars","55","2.6","14.3","7.3","24.7","9.8","53.9","3","4.3","15.2","5.5","23.2","2","3.6","4.2","1.3","1.7","1.4","1.6"
"1102","M'Aiken Magic","55","1.5","8.2","7","21.3","8.6","42.9","2.7","4.2","13.6","4.4","15.8","3.1","2.8","2.7","1.5","1","1.6","1.1"
"2987","Rogue Robotics","55","1.2","6.1","5.8","22.6","7","39.1","2.1","2.9","10.3","4.1","18.3","1.7","1.1","4.2","0.3","3.5","0.2","3.6"
"3641","The Flying Toasters","55","1.5","8.1","6.4","21.4","7.9","40.5","2.2","3","10.7","4.9","19","1.6","3.3","3","0.9","1.1","0.8","0.9"
"2052","KnightKrawler","55","1.4","8.3","5.8","21.1","7.2","39.3","2","2.2","9.4","5","19.9","2.2","0.7","4.3","0.7","0.8","1","0.8"
"2992","The S.S. Prometheus","54.9","1.4","7.5","6.5","21.8","7.9","40.5","2.2","2.9","10.5","4.9","18.9","2.6","1.8","3.5","3.6","1.6","2.5","1.8"
"6800","Valor","54.9","1.7","6.7","7","23.8","8.7","44.1","2.7","4.2","12.7","4.5","17.1","2.6","3.7","2.3","0.8","0.4","0.8","0.4"
"1730","Team Driven","54.9","1.4","6.4","7.3","24.1","8.7","43.8","2.7","3.8","11.6","4.9","18.7","3","2.8","2.9","1.2","0.7","0.9","0.7"
"59","RamTech","54.8","1.5","6.4","7.2","24.6","8.7","44.3","2.7","3.6","11.8","5.1","18.2","2.5","3.8","2.4","0.4","0.5","0.7","0.7"
"33","Killer Bees","54.8","1.8","8.9","7.1","23.5","8.9","46","2.7","4.4","13.8","4.5","17.8","2.7","3.5","2.8","0.8","0.2","0.9","0.3"
"1318","Issaquah Robotics Society","54.7","1.5","9.1","7.7","24.8","9.2","48.6","2.9","3.6","11.9","5.6","22.1","2.3","3.4","3.5","1.5","4.4","1.3","3.5"
"4270","Crusaders","54.6","1.3","7.1","7.1","22.7","8.4","42.3","2.5","3.5","10.8","4.9","18.9","2","3.6","2.7","0.5","0","0.6","0"
"4476","W.A.F.F.L.E.S.","54.6","1.2","7","5.9","20.6","7.1","38.5","2.2","3.1","11.3","4","16.1","1.9","1.9","3.4","2.2","1.4","1.8","1.3"
"3171","HURRICANES","54.5","1.1","6.7","5.7","19.2","6.9","35.6","1.9","2.4","10","4.4","15.9","1.6","2.4","2.9","0.5","2.3","0.6","2.5"
"180","S.P.A.M.","54.5","1.6","8.1","6.5","21.2","8","41.4","2.4","3.2","11.1","4.9","18.3","2.4","2.6","3.1","1.7","0","1.5","0"
"3015","Ranger Robotics","54.4","2.1","9.1","6.6","24.9","8.7","46.7","2.6","3.2","12.2","5.5","21.9","1.2","3.9","3.6","0.1","1.2","0.3","1.3"
"5472","Stallion Robotics: The Wyld...","54.4","1.1","5.7","7.7","27.3","8.8","47.9","3","2.5","10.2","6.3","21.8","2.6","2.6","3.6","0","0.4","0","0.5"
"488","Team XBOT","54.4","1.3","8","6.7","22.7","8","43.6","2.6","3.7","11.6","4.3","19.4","2.3","1.6","4","3.7","1.4","3.7","1.4"
"1757","Wolverines","54.4","1.6","8.7","5.6","19.9","7.2","39.4","2.1","2.4","9.6","4.8","19.1","0.6","3.5","3.1","0.3","0.6","0.3","0.6"
"2930","Sonic Squirrels","54.4","2.3","11.9","6.9","22.7","9.2","49.1","2.9","3","11.4","6.2","23","2.5","3.2","3.5","4.2","0.1","2.8","0.2"
"4020","Cyber Tribe","54.3","1.1","6.4","5.1","19.3","6.2","35.6","2","1.9","7.8","4.3","17.9","1.3","1.3","3.6","1.7","0.2","1.8","0.1"
"1351","TKO","54.3","1.2","7.3","5.6","22.2","6.8","40","2.1","1.7","7.6","5.1","21.9","0.5","2","4.2","0.8","0.5","0.9","0.6"
"4946","The Alpha Dogs","54.3","1.8","9.4","7","24.9","8.8","47.8","2.7","3.9","14.4","4.9","18.5","2.2","3.1","3.5","2.8","0","2.6","0"
"876","Thunder Robotics","54.3","1.7","9.5","6.2","21.5","7.9","43.2","2.4","3.5","12.4","4.4","17.9","2","2.4","3.5","0","0.8","0","0.8"
"7021","TC Robotics","54.2","1.3","7.8","6.2","21.9","7.6","40.1","2.1","2.5","9.4","5.1","20.2","1.6","2.4","3.6","2","0","2","0"
"7890","SeQuEnCe","54.1","1.2","6.7","5.7","20.3","7","37.2","2","2.2","8.3","4.8","18.6","1.4","2.4","3.1","0.7","0.7","0.7","0.6"
"4907","Thunderstamps","54.1","1.7","10","6.8","21.4","8.5","45.1","2.8","2.2","9.1","6.3","22.1","2","3.7","2.9","0.5","0.3","0.5","0.3"
"5199","Robot Dolphins From Outer S...","54.1","1.3","7.4","6.5","23.5","7.8","42.2","2.3","3.3","11.2","4.4","19.8","2.2","1.3","4.3","0.4","1.6","1","1.6"
"4728","ROCORI Ratcheteers","54.1","1.5","8.6","5.3","21.6","6.8","41","2.2","2","9","4.8","21.2","0.6","1.9","4.4","0.1","1.3","0.1","1.2"
"696","Circuit Breakers","53.9","1.6","5.8","7.1","23.5","8.6","41.7","2.5","3.7","11.8","4.9","17.5","3.3","2.7","2.6","1.2","0.9","1.5","1"
"4467","Titanium Titans","53.9","1.3","7.8","5.9","23.6","7.3","41.8","2.1","2.6","10.3","4.7","21.1","0.3","2.7","4.3","2.5","0.3","2.6","0.3"
"5987","Galaxia in memory of David ...","53.9","1.5","8.1","6.6","22.2","8.1","42.4","2.4","3.7","11.9","4.4","18.4","2.3","2.4","3.4","2","1","2","1.1"
"3990","Tech for Kids","53.8","1.2","7.7","6","20.5","7.2","38.7","2.1","2.8","9.6","4.4","18.6","2.2","1.4","3.7","0.2","3.2","0.1","2.7"
"245","Adambots","53.8","1.2","6.9","6.6","22.2","7.9","41.2","2.4","2.9","10.1","5","19.1","1.9","2.8","3.1","0.5","0.6","0.7","0.8"
"5913","Patriotics","53.6","1.6","8.4","5.9","21.3","7.5","40.1","2.1","2.3","9.6","5.2","20.1","1.3","2.8","3.4","2","0.6","1.9","0.8"
"2630","Thunderbolts","53.5","1","5.6","6.8","23.5","7.8","40.1","2.2","3.4","11.2","4.4","17.4","2","2.7","3.1","0.3","1","0.3","1.1"
"5414","Pearadox","53.5","1.4","5.3","6.5","22.3","7.9","38.4","2.2","4.5","13.8","3.4","13.5","2.8","2.7","2.4","2","2.7","2.1","2.6"
"1732","Hilltopper Robotics","53.4","1.5","7.6","6.4","22.3","7.9","42.5","2.5","2.9","10.1","5.1","19.8","2.7","1.5","3.7","1.4","0.5","1.6","0.5"
"1241","THEORY6","53.4","1.5","8.3","6.1","22.3","7.6","41.4","2.1","2.5","9.7","5.1","20.6","1.8","1.7","4","0","2.1","0","2.4"
"179","Children of the Swamp","53.4","1","4.8","7.3","27","8.2","43.3","2.3","2.5","8.9","5.7","22.8","1.3","3.3","3.7","0.2","1","0.3","0.8"
"3310","Black Hawk Robotics","53.4","1.6","6.1","6.7","24","8.3","42.3","2.4","3.7","12.3","4.5","18","1.8","3.6","2.9","0.7","2.8","0.7","2.1"
"4003","TriSonics","53.4","1.7","7.5","5.4","19.3","7.1","38.5","2.3","1.9","7.9","5.2","18.3","2.4","2","2.7","0.1","0.8","0.1","0.9"
